name,address,phone,rating,reviewCount,category,mapsUrl,status,scrapedAt,outreach
Russo Plumbing,"317 5th St, Morgan City, LA 70380, USA",(985) 384-4759,5,2,plumber,https://www.google.com/maps/place/?q=place_id:ChIJzdricfdhIYYRy6VqYXlAc0g,OPERATIONAL,2026-03-28T17:53:41.026Z,"Hi there,

I noticed that Russo Plumbing doesn't have a website yet — so I went ahead and built one for you.

It's live at: [DEMO_URL]

You have a 5⭐ rating with 2 reviews on Google — that's a real asset. A website will help you convert that attention into more customers.

We build and maintain professional websites for Lafayette area businesses starting at $39/month — and you can see exactly what you're getting before you pay anything.

If you'd like to keep it, update it, or just chat — reply here or call/text anytime.

— InkThorn Crustacean Web Development
   hello@inkthorn.ai | inkthorn.ai/crustacean"
"All American Lawn Care & Drain Cleaning, LLC","609 Louisa St, Morgan City, LA 70380, USA",(985) 759-4040,5,27,plumber,https://www.google.com/maps/place/?q=place_id:ChIJ6e8pVv1hIYYR_7oxxyzB0tQ,OPERATIONAL,2026-03-28T17:53:41.026Z,"Hi there,

I noticed that All American Lawn Care & Drain Cleaning, LLC doesn't have a website yet — so I went ahead and built one for you.

It's live at: [DEMO_URL]

You have a 5⭐ rating with 27 reviews on Google — that's a real asset. A website will help you convert that attention into more customers.

We build and maintain professional websites for Lafayette area businesses starting at $39/month — and you can see exactly what you're getting before you pay anything.

If you'd like to keep it, update it, or just chat — reply here or call/text anytime.

— InkThorn Crustacean Web Development
   hello@inkthorn.ai | inkthorn.ai/crustacean"
Cliff Bergeron Plumbing Inc,"824 Sycamore St, Morgan City, LA 70380, USA",(985) 384-4538,4.1,9,plumber,https://www.google.com/maps/place/?q=place_id:ChIJNTFTv99hIYYRn-rNCSk7YVk,OPERATIONAL,2026-03-28T17:53:41.026Z,"Hi there,

I noticed that Cliff Bergeron Plumbing Inc doesn't have a website yet — so I went ahead and built one for you.

It's live at: [DEMO_URL]

You have a 4.1⭐ rating with 9 reviews on Google — that's a real asset. A website will help you convert that attention into more customers.

We build and maintain professional websites for Lafayette area businesses starting at $39/month — and you can see exactly what you're getting before you pay anything.

If you'd like to keep it, update it, or just chat — reply here or call/text anytime.

— InkThorn Crustacean Web Development
   hello@inkthorn.ai | inkthorn.ai/crustacean"
Crappell's Drain Cleaning & Services,"108 Home Ln, Berwick, LA 70342, USA",(985) 519-3216,5,6,plumber,https://www.google.com/maps/place/?q=place_id:ChIJuyE7YMZF_i4RfmBIDGo21aI,OPERATIONAL,2026-03-28T17:53:41.026Z,"Hi there,

I noticed that Crappell's Drain Cleaning & Services doesn't have a website yet — so I went ahead and built one for you.

It's live at: [DEMO_URL]

You have a 5⭐ rating with 6 reviews on Google — that's a real asset. A website will help you convert that attention into more customers.

We build and maintain professional websites for Lafayette area businesses starting at $39/month — and you can see exactly what you're getting before you pay anything.

If you'd like to keep it, update it, or just chat — reply here or call/text anytime.

— InkThorn Crustacean Web Development
   hello@inkthorn.ai | inkthorn.ai/crustacean"
Gary J. Alpha Sr. Plumbing Repair,"1242 Victoria Riverside Rd, Patterson, LA 70392, USA",(985) 395-2644,4,4,plumber,https://www.google.com/maps/place/?q=place_id:ChIJGYAN2OfeI4YR7K20umrPVk0,OPERATIONAL,2026-03-28T17:53:41.026Z,"Hi there,

I noticed that Gary J. Alpha Sr. Plumbing Repair doesn't have a website yet — so I went ahead and built one for you.

It's live at: [DEMO_URL]

You have a 4⭐ rating with 4 reviews on Google — that's a real asset. A website will help you convert that attention into more customers.

We build and maintain professional websites for Lafayette area businesses starting at $39/month — and you can see exactly what you're getting before you pay anything.

If you'd like to keep it, update it, or just chat — reply here or call/text anytime.

— InkThorn Crustacean Web Development
   hello@inkthorn.ai | inkthorn.ai/crustacean"
BST,"414 N Cary Ave, Jennings, LA 70546, USA",(337) 824-3971,,0,plumber,https://www.google.com/maps/place/?q=place_id:ChIJCSNy8H9ZO4YRKOHz_xjLuA4,OPERATIONAL,2026-03-28T17:53:41.524Z,"Hi there,

I noticed that BST doesn't have a website yet — so I went ahead and built one for you.

It's live at: [DEMO_URL]

You have reviews on Google that are bringing people in. A website will help you convert that attention into more customers.

We build and maintain professional websites for Lafayette area businesses starting at $39/month — and you can see exactly what you're getting before you pay anything.

If you'd like to keep it, update it, or just chat — reply here or call/text anytime.

— InkThorn Crustacean Web Development
   hello@inkthorn.ai | inkthorn.ai/crustacean"
D & R Services,"408 N Boudreaux Ave, Kaplan, LA 70548, USA",(337) 962-5519,4.3,14,plumber,https://www.google.com/maps/place/?q=place_id:ChIJaWq1WWJaI4YRjgIcunymtr0,OPERATIONAL,2026-03-28T17:53:42.016Z,"Hi there,

I noticed that D & R Services doesn't have a website yet — so I went ahead and built one for you.

It's live at: [DEMO_URL]

You have a 4.3⭐ rating with 14 reviews on Google — that's a real asset. A website will help you convert that attention into more customers.

We build and maintain professional websites for Lafayette area businesses starting at $39/month — and you can see exactly what you're getting before you pay anything.

If you'd like to keep it, update it, or just chat — reply here or call/text anytime.

— InkThorn Crustacean Web Development
   hello@inkthorn.ai | inkthorn.ai/crustacean"
B&C Handyman Service's LLC,"203 1/2 N Maraist St, Kaplan, LA 70548, USA",(337) 517-3798,5,1,plumber,https://www.google.com/maps/place/?q=place_id:ChIJX_6fuOllI4YRHWvjA5gDh6U,OPERATIONAL,2026-03-28T17:53:42.016Z,"Hi there,

I noticed that B&C Handyman Service's LLC doesn't have a website yet — so I went ahead and built one for you.

It's live at: [DEMO_URL]

You have a 5⭐ rating with 1 reviews on Google — that's a real asset. A website will help you convert that attention into more customers.

We build and maintain professional websites for Lafayette area businesses starting at $39/month — and you can see exactly what you're getting before you pay anything.

If you'd like to keep it, update it, or just chat — reply here or call/text anytime.

— InkThorn Crustacean Web Development
   hello@inkthorn.ai | inkthorn.ai/crustacean"
Chambers Plumbing,"421 W Hamilton St, St Martinville, LA 70582, USA",(337) 394-5993,,0,plumber,https://www.google.com/maps/place/?q=place_id:ChIJDTpLdfV_I4YRVnjvkNNfD7E,OPERATIONAL,2026-03-28T17:53:42.271Z,"Hi there,

I noticed that Chambers Plumbing doesn't have a website yet — so I went ahead and built one for you.

It's live at: [DEMO_URL]

You have reviews on Google that are bringing people in. A website will help you convert that attention into more customers.

We build and maintain professional websites for Lafayette area businesses starting at $39/month — and you can see exactly what you're getting before you pay anything.

If you'd like to keep it, update it, or just chat — reply here or call/text anytime.

— InkThorn Crustacean Web Development
   hello@inkthorn.ai | inkthorn.ai/crustacean"
BST,"1460 Tarleton St, Jeanerette, LA 70544, USA",(337) 276-7610,,0,plumber,https://www.google.com/maps/place/?q=place_id:ChIJwf5h4YeQI4YRlv-2pmtwL-8,OPERATIONAL,2026-03-28T17:53:42.536Z,"Hi there,

I noticed that BST doesn't have a website yet — so I went ahead and built one for you.

It's live at: [DEMO_URL]

You have reviews on Google that are bringing people in. A website will help you convert that attention into more customers.

We build and maintain professional websites for Lafayette area businesses starting at $39/month — and you can see exactly what you're getting before you pay anything.

If you'd like to keep it, update it, or just chat — reply here or call/text anytime.

— InkThorn Crustacean Web Development
   hello@inkthorn.ai | inkthorn.ai/crustacean"
Le Ueune Plumbing,"11605 Back Rd, Jeanerette, LA 70544, USA",(337) 276-9813,5,1,plumber,https://www.google.com/maps/place/?q=place_id:ChIJ2-TTqTuaI4YRfj9z35MCw0w,OPERATIONAL,2026-03-28T17:53:42.536Z,"Hi there,

I noticed that Le Ueune Plumbing doesn't have a website yet — so I went ahead and built one for you.

It's live at: [DEMO_URL]

You have a 5⭐ rating with 1 reviews on Google — that's a real asset. A website will help you convert that attention into more customers.

We build and maintain professional websites for Lafayette area businesses starting at $39/month — and you can see exactly what you're getting before you pay anything.

If you'd like to keep it, update it, or just chat — reply here or call/text anytime.

— InkThorn Crustacean Web Development
   hello@inkthorn.ai | inkthorn.ai/crustacean"
BNK Roofing Solutions LLC,"600 Jefferson St #508, Lafayette, LA 70501, USA",(337) 347-7241,5,15,roofing_contractor,https://www.google.com/maps/place/?q=place_id:ChIJnW7c1RudJIYRJ3HmfPeNvtE,OPERATIONAL,2026-03-28T17:53:43.378Z,"Hi there,

I noticed that BNK Roofing Solutions LLC doesn't have a website yet — so I went ahead and built one for you.

It's live at: [DEMO_URL]

You have a 5⭐ rating with 15 reviews on Google — that's a real asset. A website will help you convert that attention into more customers.

We build and maintain professional websites for Lafayette area businesses starting at $39/month — and you can see exactly what you're getting before you pay anything.

If you'd like to keep it, update it, or just chat — reply here or call/text anytime.

— InkThorn Crustacean Web Development
   hello@inkthorn.ai | inkthorn.ai/crustacean"
Lafayette Roofing Repair,"406 Jefferson St, Lafayette, LA 70501, USA",(225) 398-8144,4.3,11,roofing_contractor,https://www.google.com/maps/place/?q=place_id:ChIJk57dndCfJIYRyh-350RWges,OPERATIONAL,2026-03-28T17:53:43.378Z,"Hi there,

I noticed that Lafayette Roofing Repair doesn't have a website yet — so I went ahead and built one for you.

It's live at: [DEMO_URL]

You have a 4.3⭐ rating with 11 reviews on Google — that's a real asset. A website will help you convert that attention into more customers.

We build and maintain professional websites for Lafayette area businesses starting at $39/month — and you can see exactly what you're getting before you pay anything.

If you'd like to keep it, update it, or just chat — reply here or call/text anytime.

— InkThorn Crustacean Web Development
   hello@inkthorn.ai | inkthorn.ai/crustacean"
"Kinetic Construction, LLC","118 Exchange Pl, Lafayette, LA 70503, USA",(337) 904-7663,4.6,10,roofing_contractor,https://www.google.com/maps/place/?q=place_id:ChIJ35-LU4mdJIYRqI4Lera447M,OPERATIONAL,2026-03-28T17:53:43.378Z,"Hi there,

I noticed that Kinetic Construction, LLC doesn't have a website yet — so I went ahead and built one for you.

It's live at: [DEMO_URL]

You have a 4.6⭐ rating with 10 reviews on Google — that's a real asset. A website will help you convert that attention into more customers.

We build and maintain professional websites for Lafayette area businesses starting at $39/month — and you can see exactly what you're getting before you pay anything.

If you'd like to keep it, update it, or just chat — reply here or call/text anytime.

— InkThorn Crustacean Web Development
   hello@inkthorn.ai | inkthorn.ai/crustacean"
TAS Roofing,"213 Rosewood Ave, Lafayette, LA 70506, USA",(337) 237-1489,4.9,8,roofing_contractor,https://www.google.com/maps/place/?q=place_id:ChIJkRwyKI6bJIYRrTqNy2OX4TQ,OPERATIONAL,2026-03-28T17:53:43.378Z,"Hi there,

I noticed that TAS Roofing doesn't have a website yet — so I went ahead and built one for you.

It's live at: [DEMO_URL]

You have a 4.9⭐ rating with 8 reviews on Google — that's a real asset. A website will help you convert that attention into more customers.

We build and maintain professional websites for Lafayette area businesses starting at $39/month — and you can see exactly what you're getting before you pay anything.

If you'd like to keep it, update it, or just chat — reply here or call/text anytime.

— InkThorn Crustacean Web Development
   hello@inkthorn.ai | inkthorn.ai/crustacean"
